match_id,team,player_id,player_name,period,zone,channel,metric_name,player_frame_count,occupation_share,team_density_share,avg_x_oriented,avg_y_oriented,confidence_level
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,512627,G. Gocholeishvili,1,attacking_third,central_channel,spatial_occupation,983,0.007804,0.001294,23.8003,-5.7595,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,166965,L. Lerager,1,attacking_third,central_channel,spatial_occupation,5469,0.037754,0.0072,33.9905,-1.4721,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,1,defensive_third,right_channel,spatial_occupation,374,0.002897,0.000492,-23.4322,17.9818,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,220246,P. Hatzidiakos,1,attacking_third,central_channel,spatial_occupation,3559,0.02828,0.004685,39.9143,0.2231,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,475413,Gabriel Pereira,1,attacking_third,central_channel,spatial_occupation,3505,0.024196,0.004614,37.4526,-1.1991,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,551144,Franculino Dju,1,defensive_third,central_channel,spatial_occupation,5374,0.04163,0.007075,-37.9824,5.1788,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,232398,N. Trott,1,middle_third,central_channel,spatial_occupation,2275,0.015705,0.002995,-17.9702,-2.3211,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,68640,T. Delaney,1,attacking_third,left_channel,spatial_occupation,194,0.001339,0.000255,20.4942,-15.1001,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,609108,O. Diao,1,defensive_third,left_channel,spatial_occupation,786,0.005426,0.001035,-27.699,-14.4918,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,1,attacking_third,left_channel,spatial_occupation,69,0.000627,0.000091,29.1512,-13.5177,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,96787,M. Elyounoussi,1,defensive_third,central_channel,spatial_occupation,13012,0.099412,0.01713,-38.4069,-0.9413,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCK,546545,E. Achouri,1,defensive_third,right_channel,spatial_occupation,4502,0.040879,0.005927,-33.9279,22.963,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,474838,E. Martinez,1,attacking_third,right_channel,spatial_occupation,539,0.003721,0.00071,26.8399,17.8789,high
8cfdb681-32cf-4ebf-81f1-5c0839ec82d5,FCM,204164,J. Andersson,1,attacking_third,central_channel,spatial_occupation,5831,0.040253,0.007676,22.1688,-2.4131,high
